SYMBOL,DAY1_PCT_CHANGE,DAY2_PCT_CHANGE,DELTA_PCT_CHANGE,TREND
FCL,8.02,-0.26,-8.28,down
FCSSOFT,-0.68,0.0,0.68,up
FDC,-4.53,-0.05,4.48,up
FEDDERSHOL,0.14,2.62,2.48,up
FEDERALBNK,-0.81,0.76,1.57,up
FEDFINA,2.16,-1.93,-4.09,down
FEL,0.0,0.0,0.0,flat
FELDVR,-4.9,-3.0,1.9000000000000004,up
FELIX,-1.71,1.51,3.2199999999999998,up
FERMENTA,0.27,1.45,1.18,up
FIBERWEB,-1.75,1.88,3.63,up
FICRF3GP,8.04,,,removed
FIDEL,2.93,-1.39,-4.32,down
FIEMIND,-0.74,4.07,4.8100000000000005,up
FILATEX,0.55,1.86,1.31,up
FILATFASH,0.0,0.0,0.0,flat
FINBUD,-0.32,1.34,1.6600000000000001,up
FINCABLES,3.13,-0.98,-4.109999999999999,down
FINEORG,0.98,3.47,2.49,up
FINIETF,-0.44,-1.36,-0.9200000000000002,down
FINKURVE,0.25,-0.51,-0.76,down
FINOPB,-1.11,-2.96,-1.8499999999999999,down
FINPIPE,2.49,-4.02,-6.51,down
FIRSTCRY,-0.66,0.14,0.8,up
FISCHER,-0.58,1.5,2.08,up
FIVESTAR,1.01,-1.81,-2.8200000000000003,down
FLAIR,-0.61,0.74,1.35,up
FLEXIADD,-0.58,0.29,0.8699999999999999,up
FLEXITUFF,-3.4,0.0,3.4,up
FLFL,-1.64,-0.83,0.8099999999999999,up
FLUOROCHEM,1.11,-0.66,-1.77,down
FLYSBS,-0.19,-1.94,-1.75,down
FMCGADD,0.96,0.46,-0.49999999999999994,down
FMCGIETF,-0.21,-0.09,0.12,up
FMGOETZE,-0.2,1.33,1.53,up
FMNL,-1.16,-0.43,0.73,up
FOCE,2.78,,,removed
FOCUS,1.43,-1.31,-2.74,down
FONEBOX,5.0,4.98,-0.019999999999999574,down
FOODSIN,-0.77,3.56,4.33,up
FORCAS,0.14,1.49,1.35,up
FORCEMOT,0.82,-1.02,-1.8399999999999999,down
FORGEAUTO,4.98,4.97,-0.010000000000000675,down
FORTIS,-0.54,3.82,4.359999999999999,up
FOSECOIND,1.17,1.69,0.52,up
FRACTAL,1.18,1.25,0.07000000000000006,up
FRESHARA,-3.49,2.28,5.77,up
FROG,0.5,2.0,1.5,up
FRONTSP,0.31,-0.6,-0.9099999999999999,down
FSL,-13.4,-4.8,8.600000000000001,up
FUSION,2.51,-4.65,-7.16,down
FWSTC,-4.9,2.29,7.19,up
GABRIEL,-3.52,-2.09,1.4300000000000002,up
GAEL,1.65,-4.78,-6.43,down
GAIL,-0.32,-1.57,-1.25,down
GALAPREC,3.35,-10.82,-14.17,down
GALAXYSURF,-1.27,4.36,5.630000000000001,up
GALLANTT,-1.39,-1.6,-0.2100000000000002,down
GANDHAR,4.99,-0.1,-5.09,down
GANDHITUBE,-0.42,-0.39,0.02999999999999997,up
GANECOS,-1.73,-1.09,0.6399999999999999,up
GANESHBE,-0.79,0.32,1.11,up
GANESHCP,-4.15,-1.9,2.2500000000000004,up
GANESHHOU,-2.17,-0.14,2.03,up
GANESHIN,4.9,-0.92,-5.82,down
GANGABATH,3.1,-1.51,-4.61,down
GANGAFORGE,4.12,4.46,0.33999999999999986,up
GANGESSECU,-1.67,-0.72,0.95,up
GARFIBRES,5.2,-3.22,-8.42,down
GARUDA,2.29,-1.07,-3.3600000000000003,down
GATECH,3.23,3.13,-0.10000000000000009,down
GATECHDVR,2.04,2.0,-0.040000000000000036,down
GATEWAY,1.57,-0.51,-2.08,down
GAUDIUMIVF,2.0,-2.0,-4.0,down
GAYAHWS,2.06,0.0,-2.06,down
GAYAPROJ,4.21,1.46,-2.75,down
GCHOTELS,-3.36,3.76,7.119999999999999,up
GCSL,1.26,-1.08,-2.34,down
GEECEE,0.19,0.89,0.7,up
GEEKAYWIRE,0.99,0.04,-0.95,down
GEMAROMA,-0.95,1.42,2.37,up
GENCON,-0.28,0.23,0.51,up
GENESYS,-30.33,-0.68,29.65,up
GENSOL,-1.72,-1.81,-0.09000000000000008,down
GENUSPAPER,-0.71,-1.59,-0.8800000000000001,down
GENUSPOWER,-0.03,-0.9,-0.87,down
GENXAI,-3.38,-1.27,2.11,up
GEOJITFSL,2.07,-1.94,-4.01,down
GESHIP,-3.69,-0.82,2.87,up
GFLLIMITED,4.28,-2.25,-6.53,down
GGBL,-0.55,0.47,1.02,up
GHCL,-0.03,-0.45,-0.42000000000000004,down
GHCLTEXTIL,4.38,1.33,-3.05,down
GICHSGFIN,-0.16,2.2,2.3600000000000003,up
GICL,3.11,1.63,-1.48,down
GICRE,-0.22,-0.46,-0.24000000000000002,down
GILLANDERS,-2.43,2.42,4.85,up
GILLETTE,0.08,-0.14,-0.22000000000000003,down
GILT10BETA,0.6,-1.34,-1.94,down
GILT5BETA,2.36,0.04,-2.32,down
GILT5YBEES,0.26,-0.02,-0.28,down
GINNIFILA,-2.73,1.4,4.13,up
GIPCL,-0.98,-0.8,0.17999999999999994,up
GIRIRAJ,-4.33,-3.17,1.1600000000000001,up
GJL,4.41,4.44,0.03000000000000025,up
GKENERGY,-1.2,5.16,6.36,up
GKSL,-0.46,0.32,0.78,up
GKWLIMITED,-1.04,-0.06,0.98,up
GLAND,2.48,-0.28,-2.76,down
GLAXO,0.38,0.78,0.4,up
GLENMARK,0.49,0.4,-0.08999999999999997,down
GLFL,-4.26,-3.7,0.5599999999999996,up
GLOBAL,-3.4,1.36,4.76,up
GLOBALE,1.31,-2.5,-3.81,down
GLOBALPET,1.31,,,removed
GLOBALVECT,0.74,-2.91,-3.6500000000000004,down
GLOBE,-0.98,-1.48,-0.5,down
GLOBECIVIL,1.33,0.2,-1.1300000000000001,down
GLOBUSSPR,1.37,0.28,-1.09,down
GLOSTERLTD,0.68,2.63,1.9499999999999997,up
GLOTTIS,0.63,2.3,1.67,up
GMBREW,-0.08,0.09,0.16999999999999998,up
GMDCLTD,2.91,-2.34,-5.25,down
GML,4.62,0.29,-4.33,down
GMMPFAUDLR,14.32,0.76,-13.56,down
GMRAIRPORT,-0.38,0.57,0.95,up
GMRP&UI,2.26,-0.35,-2.61,down
GNA,0.1,-0.58,-0.6799999999999999,down
GNFC,0.86,-1.37,-2.23,down
GNRL,1.25,-1.4,-2.65,down
GOACARBON,-1.13,0.92,2.05,up
GOCLCORP,-0.44,6.75,7.19,up
GOCOLORS,1.11,-1.8,-2.91,down
GODAVARIB,-4.51,-3.29,1.2199999999999998,up
GODFRYPHLP,-1.51,-0.17,1.34,up
GODIGIT,-3.67,0.8,4.47,up
GODREJAGRO,-3.69,-0.49,3.2,up
GODREJCP,0.78,-2.53,-3.3099999999999996,down
GODREJIND,-1.18,0.51,1.69,up
GODREJPROP,-0.81,-0.57,0.2400000000000001,up
GOKEX,-1.12,1.1,2.22,up
GOKUL,1.47,-0.9,-2.37,down
GOKULAGRO,-1.32,1.9,3.2199999999999998,up
GOLD1,2.42,1.0,-1.42,down
GOLD360,2.34,1.01,-1.3299999999999998,down
GOLDADD,2.44,0.88,-1.56,down
GOLDAXIS,2.74,0.66,-2.08,down
GOLDBEES,2.59,0.75,-1.8399999999999999,down
GOLDBETA,2.51,0.92,-1.5899999999999999,down
GOLDBND,2.21,1.13,-1.08,down
GOLDCASE,2.55,0.82,-1.73,down
GOLDENTOBC,-3.65,2.42,6.07,up
GOLDETF,2.4,0.88,-1.52,down
GOLDIAM,3.87,-0.86,-4.73,down
GOLDIETF,2.56,0.65,-1.9100000000000001,down
GOLDSTAR,0.74,0.0,-0.74,down
GOLDTECH,-1.01,-0.65,0.36,up
GOODLUCK,2.44,-1.65,-4.09,down
GOODYEAR,-1.44,-1.48,-0.040000000000000036,down
GOPAL,-0.24,1.46,1.7,up
GOYALALUM,-0.46,-0.92,-0.46,down
GOYALSALT,1.11,-1.97,-3.08,down
GPECO,-1.05,-2.67,-1.6199999999999999,down
GPIL,-0.64,-1.7,-1.06,down
GPPL,-0.28,0.24,0.52,up
GPTHEALTH,0.2,-3.39,-3.5900000000000003,down
GPTINFRA,0.63,-1.86,-2.49,down
GRADIENTE,1.13,-3.36,-4.49,down
GRANDOAK,4.77,-1.56,-6.33,down
GRANULES,-0.76,4.2,4.96,up
GRAPHISAD,0.0,-0.87,-0.87,down
GRAPHITE,1.82,-1.68,-3.5,down
GRASIM,-0.12,3.2,3.3200000000000003,up
GRAUWEIL,0.67,1.05,0.38,up
GRAVISSHO,-5.06,6.22,11.28,up
GRAVITA,1.79,0.76,-1.03,down
GRCL,-4.99,2.57,7.5600000000000005,up
GREAVESCOT,2.87,-1.34,-4.21,down
GREENCHEF,-2.36,,,removed
GREENLAM,2.42,0.2,-2.2199999999999998,down
GREENLEAF,,0.58,,added
GREENPANEL,1.44,-4.95,-6.390000000000001,down
GREENPLY,-2.2,-0.17,2.0300000000000002,up
GREENPOWER,-0.7,-1.11,-0.41000000000000014,down
GRETEX,4.46,,,removed
GRINDWELL,0.33,1.24,0.9099999999999999,up
GRINFRA,-0.84,-2.16,-1.3200000000000003,down
GRMOVER,-0.88,0.27,1.15,up
GROBTEA,0.07,0.07,0.0,flat
GROWW,-1.46,0.77,2.23,up
GROWWCAPM,-0.45,-0.63,-0.18,down
GROWWCHEM,1.61,-0.71,-2.3200000000000003,down
GROWWDEFNC,2.48,0.51,-1.97,down
GROWWEV,-0.88,1.34,2.22,up
GROWWGOLD,2.48,0.76,-1.72,down
GROWWHOSPI,-0.57,1.07,1.6400000000000001,up
GROWWLIQID,0.02,0.04,0.02,up
GROWWLOVOL,-0.37,0.66,1.03,up
GROWWMC150,-1.11,-1.29,-0.17999999999999994,down
GROWWMETAL,0.0,-0.71,-0.71,down
GROWWMOM50,-0.09,0.0,0.09,up
GROWWN200,-0.09,0.26,0.35,up
GROWWNET,0.58,-0.39,-0.97,down
GROWWNIFTY,0.3,-0.6,-0.8999999999999999,down
GROWWNXT50,0.28,-0.37,-0.65,down
GROWWPOWER,-1.12,0.61,1.73,up
GROWWPSE,0.13,-0.35,-0.48,down
GROWWPSUBK,2.61,0.68,-1.9299999999999997,down
GROWWRAIL,0.07,0.07,0.0,flat
GROWWRLTY,-1.29,-0.4,0.89,up
GROWWSC250,0.47,0.47,0.0,flat
GROWWSLVR,0.41,1.05,0.6400000000000001,up
GRPLTD,3.28,-1.9,-5.18,down
GRSE,3.67,-0.02,-3.69,down
GRWRHITECH,-0.96,-4.98,-4.0200000000000005,down
GSEC10ABSL,0.0,,,removed
GSEC10IETF,0.75,0.0,-0.75,down
GSEC10YEAR,-0.13,0.33,0.46,up
GSEC5IETF,0.56,-0.02,-0.5800000000000001,down
GSFC,0.12,-0.74,-0.86,down
GSLSU,1.95,-4.01,-5.96,down
GSMFOILS,-4.98,-4.97,0.010000000000000675,up
GSPCROP,-0.16,0.87,1.03,up
GSS,-3.42,3.47,6.890000000000001,up
GSTL,-2.14,,,removed
GTECJAINX,3.69,4.89,1.1999999999999997,up
GTL,-0.94,5.96,6.9,up
GTLINFRA,-3.15,0.81,3.96,up
GTPL,-0.08,-0.12,-0.039999999999999994,down
GUFICBIO,2.54,4.22,1.6799999999999997,up
GUJALKALI,0.51,-1.0,-1.51,down
GUJAPOLLO,0.14,0.04,-0.1,down
GUJENERGY,1.12,-3.74,-4.86,down
GUJRAFFIA,-0.03,0.88,0.91,up
GUJTHEM,1.67,-1.64,-3.3099999999999996,down
GULFOILLUB,2.11,-1.25,-3.36,down
GULFPETRO,4.99,3.75,-1.2400000000000002,down
GULPOLY,-0.81,-1.13,-0.31999999999999984,down
GURUNANAK,,0.0,,added
GVKPIL,-0.83,-1.25,-0.42000000000000004,down
GVPIL,-2.14,5.0,7.140000000000001,up
GVPTECH,-1.85,0.58,2.43,up
GVT&D,-0.98,-1.55,-0.5700000000000001,down
GYFTR,-1.18,3.07,4.25,up
HAL,5.92,-0.2,-6.12,down
HALDER,1.64,0.26,-1.38,down
HALDYNGL,-3.43,-1.66,1.7700000000000002,up
HALEOSLABS,0.77,1.3,0.53,up
HAPPSTMNDS,1.33,0.38,-0.9500000000000001,down
HAPPY,5.47,6.23,0.7600000000000007,up
HAPPYFORGE,2.92,1.94,-0.98,down
HARDWYN,0.27,-0.09,-0.36,down
HARIOMPIPE,-2.18,0.55,2.7300000000000004,up
HARRMALAYA,-0.38,0.12,0.5,up
HARSHA,1.25,0.33,-0.9199999999999999,down
HATHWAY,-0.64,0.74,1.38,up
HATSUN,1.83,1.49,-0.3400000000000001,down
HAVELLS,-0.35,0.19,0.54,up
HAVISHA,-0.69,1.39,2.08,up
HAWKINCOOK,-0.72,-0.79,-0.07000000000000006,down
HBESD,-3.49,4.3,7.79,up
HBLENGINE,-0.05,-1.23,-1.18,down
HBSL,-1.64,-2.7,-1.0600000000000003,down
HCC,-1.64,-4.78,-3.1400000000000006,down
HCG,1.34,-0.39,-1.73,down
HCL-INSYS,0.09,-1.03,-1.12,down
HCLTECH,-1.11,1.62,2.7300000000000004,up
HDBFS,-0.05,-1.37,-1.32,down
HDFCAMC,-0.93,0.27,1.2000000000000002,up
HDFCBANK,-0.1,-0.45,-0.35,down
HDFCBSE500,0.16,-0.44,-0.6,down
HDFCGOLD,2.43,0.8,-1.6300000000000001,down
HDFCGROWTH,-0.44,0.78,1.22,up
HDFCLIFE,-0.46,-0.46,0.0,flat
HDFCLIQUID,0.01,0.04,0.03,up
HDFCLOWVOL,-0.19,0.57,0.76,up
HDFCMID150,-0.21,0.13,0.33999999999999997,up
HDFCMOMENT,-0.61,0.68,1.29,up
HDFCNEXT50,0.66,0.13,-0.53,down
HDFCNIF100,0.72,0.04,-0.6799999999999999,down
HDFCNIFBAN,-0.08,-0.22,-0.14,down
HDFCNIFIT,0.09,1.23,1.14,up
HDFCNIFTY,0.21,0.25,0.04000000000000001,up
HDFCNIMEG,-0.49,-0.17,0.31999999999999995,up
HDFCPSUBK,1.6,1.07,-0.53,down
HDFCPVTBAN,0.0,-1.17,-1.17,down
HDFCQUAL,-0.5,0.71,1.21,up
HDFCSENSEX,0.15,-0.31,-0.45999999999999996,down
HDFCSILVER,0.58,2.64,2.06,up
HDFCSML250,0.2,-0.31,-0.51,down
HDFCVALUE,0.76,-0.21,-0.97,down
HDIL,-0.62,-1.88,-1.2599999999999998,down
HEADSUP,-0.28,-0.43,-0.14999999999999997,down
HEALTHADD,1.63,0.06,-1.5699999999999998,down
HEALTHAXIS,0.21,-0.27,-0.48,down
HEALTHCARE,0.05,0.42,0.37,up
HEALTHIETF,0.27,0.01,-0.26,down
HEALTHX,0.88,-0.73,-1.6099999999999999,down
HEALTHY,-0.17,0.41,0.58,up
HECPROJECT,-0.05,0.77,0.8200000000000001,up
HEG,-0.16,-1.62,-1.4600000000000002,down
HEIDELBERG,0.43,-0.57,-1.0,down
HEMIPROP,-0.21,0.08,0.29,up
HERANBA,-0.07,-0.15,-0.07999999999999999,down
HERITGFOOD,6.11,0.91,-5.2,down
HEROMOTOCO,-2.45,3.14,5.59,up
HESTERBIO,1.04,-1.65,-2.69,down
HEXAGON,-2.1,-1.55,0.55,up
HEXATRADEX,2.37,-0.42,-2.79,down
HEXT,-2.56,1.55,4.11,up
HFCL,-4.03,2.12,6.15,up
HGINFRA,1.73,-0.57,-2.3,down
HGM,-1.09,-1.79,-0.7,down
HGS,-0.11,1.26,1.37,up
HIGREEN,0.32,0.0,-0.32,down
HIKAL,-4.79,2.58,7.37,up
HILINFRA,0.18,-1.14,-1.3199999999999998,down
HILTON,0.77,1.71,0.94,up
HIMATSEIDE,-0.45,1.46,1.91,up
HINDALCO,-1.25,3.17,4.42,up
HINDCOMPOS,-1.17,0.98,2.15,up
HINDCON,-0.52,-1.53,-1.01,down
HINDCOPPER,2.28,-1.8,-4.08,down
HINDOILEXP,-0.63,-1.06,-0.43000000000000005,down
HINDPETRO,0.01,-0.49,-0.5,down
HINDUNILVR,-0.28,0.79,1.07,up
HINDWAREAP,0.19,1.12,0.9300000000000002,up
HINDZINC,-1.16,2.2,3.3600000000000003,up
HIRECT,-2.5,1.0,3.5,up
HISARMETAL,0.59,2.54,1.9500000000000002,up
HITECH,-0.41,-1.26,-0.8500000000000001,down
HITECHCORP,-0.03,0.69,0.72,up
HITECHGEAR,-0.39,-1.11,-0.7200000000000001,down
HLEGLAS,6.07,2.78,-3.2900000000000005,down
HLVLTD,0.42,-0.14,-0.56,down
HMAAGRO,1.21,6.26,5.05,up
HMT,-0.52,-1.39,-0.8699999999999999,down
HMVL,-0.23,-4.95,-4.72,down
HNDFDS,-0.34,0.21,0.55,up
HNGSNGBEES,-0.5,-0.09,0.41000000000000003,up
HOACFOODS,-0.68,1.37,2.0500000000000003,up
HOLMARC,4.99,,,removed
HOMEFIRST,0.35,0.23,-0.11999999999999997,down
HOMESFY,1.75,,,removed
HONASA,1.31,2.57,1.2599999999999998,up
HONAUT,-0.16,-1.08,-0.92,down
HONDAPOWER,-0.43,0.14,0.5700000000000001,up
HPAL,3.32,-2.82,-6.14,down
HPIL,-0.59,0.47,1.06,up
HPL,-1.02,-0.67,0.35,up
HPTL,-4.99,5.0,9.99,up
HRHNEXT,,-5.0,,added
HSBCGOLD,2.08,1.47,-0.6100000000000001,down
HSCL,1.61,-1.1,-2.71,down
HTMEDIA,-6.11,3.08,9.190000000000001,up
HUBTOWN,-0.98,-2.55,-1.5699999999999998,down
HUDCO,-0.36,-0.53,-0.17000000000000004,down
HUHTAMAKI,2.06,-5.17,-7.23,down
HYBRIDETF,0.2,-0.2,-0.4,down
HYBRIDFIN,-2.78,1.31,4.09,up
HYUNDAI,-0.29,-0.52,-0.23000000000000004,down
IBLFL,0.0,0.0,0.0,flat
IBULLSLTD,4.99,-3.51,-8.5,down
ICDSLTD,-6.43,3.19,9.62,up
ICELCO,-3.6,-0.51,3.09,up
ICEMAKE,1.25,-0.95,-2.2,down
ICICIAMC,-0.05,-0.25,-0.2,down
ICICIB22,0.07,-0.68,-0.75,down
ICICIBANK,0.51,-2.5,-3.01,down
ICICIGI,-1.54,-1.15,0.3900000000000001,up
ICICIPRULI,-1.85,-1.17,0.6800000000000002,up
ICIL,0.69,1.2,0.51,up
ICRA,1.04,-1.6,-2.64,down
IDBI,0.26,-0.38,-0.64,down
IDEA,-1.33,0.79,2.12,up
IDEAFORGE,5.0,-0.47,-5.47,down
IDEALTECHO,-5.28,6.45,11.73,up
IDENTICAL,6.25,-6.14,-12.39,down
IDFCFIRSTB,0.06,-0.86,-0.9199999999999999,down
IDFNIFTYET,1.29,-1.37,-2.66,down
IEML,3.71,4.77,1.0599999999999996,up
IEX,-0.59,-1.34,-0.7500000000000001,down
IFBAGRO,-1.03,0.57,1.6,up
IFBIND,-0.15,-2.53,-2.38,down
IFCI,-0.97,-1.24,-0.27,down
IFGLEXPOR,2.65,0.73,-1.92,down
IGARASHI,7.1,-5.8,-12.899999999999999,down
IGCL,-0.45,-2.05,-1.5999999999999999,down
IGIL,-0.96,-1.26,-0.30000000000000004,down
IGL,0.16,-1.55,-1.71,down
IGPL,-2.23,-2.01,0.2200000000000002,up
IHFL261224,-0.95,,,removed
IIFL,-0.14,0.39,0.53,up
IIFL060326,2.3,-1.86,-4.16,down
IIFL06326,,0.0,,added
IIFLCAPS,0.03,-0.39,-0.42000000000000004,down
IIFLZC26,0.0,0.0,0.0,flat
IIFLZC28,-0.0,0.0,0.0,flat
IITL,-0.53,2.14,2.67,up
IKIO,-1.76,1.19,2.95,up
IKS,-6.1,-1.44,4.66,up
IL&FSENGG,1.49,3.77,2.2800000000000002,up
IL&FSTRANS,-1.88,-1.44,0.43999999999999995,up
IMAGICAA,3.0,2.04,-0.96,down
IMC1,-0.09,0.0,0.09,up
IMFA,1.36,-2.51,-3.87,down
IMPAL,-1.65,0.07,1.72,up
IMPEXFERRO,4.86,4.97,0.10999999999999943,up
INA,-0.79,-1.67,-0.8799999999999999,down
INCREDIBLE,0.06,-1.6,-1.6600000000000001,down
INDBANK,-0.43,2.17,2.6,up
INDGN,16.15,0.77,-15.379999999999999,down
INDGN,1.83,0.77,-1.06,down
INDHOTEL,-0.68,-0.68,0.0,flat
INDIACEM,0.06,1.3,1.24,up
INDIAGLYCO,-0.37,-0.64,-0.27,down
INDIAMART,-0.69,-0.48,0.20999999999999996,up
INDIANB,2.8,1.32,-1.4799999999999998,down
INDIANCARD,-0.83,-0.07,0.76,up
INDIANHUME,-0.64,1.11,1.75,up
INDIASHLTR,0.29,-5.84,-6.13,down
INDIFRA,4.82,,,removed
INDIGO,-1.51,0.27,1.78,up
INDIGOPNTS,3.47,-0.72,-4.19,down
INDIGRID,0.34,-0.15,-0.49,down
INDIQUBE,4.63,0.47,-4.16,down
INDNIPPON,1.4,1.17,-0.22999999999999998,down
INDOAMIN,2.54,-1.05,-3.59,down
INDOBORAX,-0.49,-2.4,-1.91,down
INDOCO,-0.4,-0.05,0.35000000000000003,up
INDOFARM,0.76,-3.05,-3.8099999999999996,down
INDOMIM,9.58,-1.3,-10.88,down
INDORAMA,-3.93,-1.52,2.41,up
INDOSTAR,-0.13,-1.67,-1.54,down
INDOTECH,5.0,0.13,-4.87,down
INDOTHAI,-10.0,-10.0,0.0,flat
INDOUS,-1.41,1.62,3.0300000000000002,up
INDOWIND,-0.22,-1.1,-0.8800000000000001,down
INDPRUD,1.99,-1.89,-3.88,down
INDRAMEDCO,-1.75,5.2,6.95,up
INDSWFTLAB,-1.71,0.85,2.56,up
INDTERRAIN,1.51,-1.92,-3.4299999999999997,down
INDUSINDBK,-0.27,0.57,0.84,up
INDUSINVIT,3.02,0.68,-2.34,down
INDUSTOWER,-0.66,0.7,1.3599999999999999,up
INFINIUM,2.41,4.55,2.1399999999999997,up
INFLUX,-1.98,-2.79,-0.81,down
INFOBEAN,-1.09,0.04,1.1300000000000001,up
INFOLLION,0.03,2.16,2.1300000000000003,up
INFOMEDIA,-0.55,-1.67,-1.1199999999999999,down
INFRA,0.0,0.16,0.16,up
INFRABEES,0.33,0.56,0.23000000000000004,up
INFRAIETF,0.23,0.33,0.1,up
INFY,-0.77,0.87,1.6400000000000001,up
INGERRAND,0.77,-0.36,-1.13,down
INM,-2.92,0.0,2.92,up
INNOMET,1.99,1.98,-0.010000000000000009,down
INNOVACAP,0.96,-1.0,-1.96,down
INNOVANA,0.23,-0.54,-0.77,down
INNOVISION,-0.24,-0.11,0.13,up
INOXGREEN,-1.3,1.97,3.27,up
INOXINDIA,0.87,0.02,-0.85,down
INOXWIND,-0.84,-0.26,0.58,up
INSECTICID,0.25,-0.45,-0.7,down
INSPIRE,0.0,,,removed
INSPIRISYS,-1.14,2.5,3.6399999999999997,up
INSUREIETF,-0.83,-0.51,0.31999999999999995,up
INTELLECT,-3.29,-0.04,3.25,up
INTENTECH,-2.63,0.48,3.11,up
INTERARCH,0.78,-4.71,-5.49,down
INTERNET,0.22,-0.43,-0.65,down
INTLCONV,-0.7,-0.4,0.29999999999999993,up
INVENTURE,1.1,-2.17,-3.27,down
INVICTA,1.28,-2.66,-3.9400000000000004,down
INVPRECQ,0.5,-0.27,-0.77,down
IOB,1.75,-1.55,-3.3,down
IOC,-0.93,0.5,1.4300000000000002,up
IOLCP,-0.14,2.86,3.0,up
IONEXCHANG,-7.05,-3.83,3.2199999999999998,up
IPCALAB,-1.75,0.09,1.84,up
IPHL,-3.71,0.14,3.85,up
IPL,0.14,-0.22,-0.36,down
IRB,-0.8,-1.25,-0.44999999999999996,down
IRBINVIT,0.39,0.52,0.13,up
IRCON,0.57,-0.65,-1.22,down
IRCTC,2.0,-0.1,-2.1,down
IREDA,0.27,-1.01,-1.28,down
IRFC,0.44,-0.6,-1.04,down
IRIS,-2.03,-1.56,0.46999999999999975,up
IRISDOREME,1.01,0.93,-0.07999999999999996,down
IRMENERGY,5.76,0.43,-5.33,down
ISFT,-1.55,-0.95,0.6000000000000001,up
ISGEC,-1.28,-0.69,0.5900000000000001,up
ISHAN,0.0,-10.0,-10.0,down
ISHANCH,-3.87,1.1,4.970000000000001,up
IT,-0.49,1.25,1.74,up
ITADD,-0.69,1.52,2.21,up
ITALIANE,0.0,2.09,2.09,up
ITAXIS,-1.17,1.51,2.6799999999999997,up
ITBEES,-0.46,1.22,1.68,up
ITBETA,-2.01,2.64,4.65,up
ITC,-0.37,0.07,0.44,up
ITCHOTELS,1.27,-0.25,-1.52,down
ITDC,0.4,-0.91,-1.31,down
ITETF,-0.69,1.33,2.02,up
ITI,2.01,-1.69,-3.6999999999999997,down
ITIETF,-0.8,0.98,1.78,up
ITTL,-1.95,,,removed
IVALUE,-0.29,-0.16,0.12999999999999998,up
IVC,1.12,1.24,0.11999999999999988,up
IVP,1.27,5.0,3.73,up
IVZINGOLD,2.47,0.7,-1.7700000000000002,down
IVZINNIFTY,-0.33,-0.19,0.14,up
IWARE,0.65,1.73,1.08,up
IWP,-0.06,-0.48,-0.42,down
IXIGO,-1.02,-13.04,-12.02,down
IZMO,-0.85,-3.79,-2.94,down
J&KBANK,2.31,-0.52,-2.83,down
JAGRAN,-0.11,1.08,1.1900000000000002,up
JAGSNPHARM,-0.66,-2.87,-2.21,down
JAIBALAJI,1.08,4.26,3.1799999999999997,up
JAICORPLTD,-0.36,-0.2,0.15999999999999998,up
JAINAM,4.6,-1.67,-6.27,down
JAINIK,-1.73,1.89,3.62,up
JAINREC,-2.23,-2.2,0.029999999999999805,up
JAIPURKURT,-2.82,3.96,6.779999999999999,up
JALAN,,3.03,,added
JAMNAAUTO,0.49,0.51,0.020000000000000018,up
JARO,-0.04,1.0,1.04,up
JASH,-0.25,1.03,1.28,up
JAYAGROGN,0.12,-1.68,-1.7999999999999998,down
JAYBARMARU,-4.99,-5.0,-0.009999999999999787,down
JAYBEE,0.06,-0.92,-0.98,down
JAYESH,-1.63,1.7,3.33,up
JAYKAY,-0.31,-4.84,-4.53,down
JAYNECOIND,0.87,-0.22,-1.09,down
JAYSREETEA,0.45,-2.98,-3.43,down
JBMA,-0.83,-1.35,-0.5200000000000001,down
JETFREIGHT,1.5,0.48,-1.02,down
JETKNIT,,-4.96,,added
JEYYAM,-0.21,4.42,4.63,up
JFLLIFE,-4.73,4.2,8.93,up
JGCHEM,-1.6,2.47,4.07,up
JHS,0.52,0.38,-0.14,down
JINDALPHOT,-0.47,-0.06,0.41,up
JINDALPOLY,1.01,-2.02,-3.0300000000000002,down
JINDALSAW,-0.13,2.32,2.4499999999999997,up
JINDALSTEL,-1.11,0.18,1.29,up
JINDRILL,-0.73,3.28,4.01,up
JINDWORLD,-1.66,1.12,2.7800000000000002,up
JIOFIN,0.44,-2.39,-2.83,down
JISLDVREQS,2.25,1.38,-0.8700000000000001,down
JISLJALEQS,0.61,-1.69,-2.3,down
JITFINFRA,-2.9,-0.99,1.91,up
JIWANRAM,-1.0,0.0,1.0,up
JKCEMENT,-1.16,-0.77,0.3899999999999999,up
JKIL,0.34,1.45,1.1099999999999999,up
JKIPL,-2.99,2.57,5.5600000000000005,up
JKLAKSHMI,0.0,-1.09,-1.09,down
JKPAPER,1.03,-0.55,-1.58,down
JKTYRE,-0.47,-4.44,-3.9700000000000006,down
JLHL,-1.45,0.3,1.75,up
JMA,-2.44,1.28,3.7199999999999998,up
JMFINANCIL,2.9,-1.79,-4.6899999999999995,down
JNKINDIA,0.5,-4.25,-4.75,down
JNPR,15.43,-3.65,-19.08,down
JOCIL,1.73,-1.71,-3.44,down
JPOLYINVST,2.08,0.04,-2.04,down
JPPOWER,-1.2,-0.88,0.31999999999999995,up
JSFB,-2.03,-2.06,-0.03000000000000025,down
JSL,-1.61,0.29,1.9000000000000001,up
JSLL,4.32,-1.02,-5.34,down
JSWCEMENT,0.44,1.26,0.8200000000000001,up
JSWDULUX,1.82,-2.12,-3.9400000000000004,down
